Entry,Antibody name,Type,IC50,EC50,Binding Affinity (KD),Neutralizes,Viral protein:epitope,PMID,Year,Structures,Mutational profile
ABSe1776,CAB-E24,Ab,209 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1777,CAB-E24,Ab,117 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1778,CAB-E24,Ab,20 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1779,CAB-E24,Ab,8 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1780,CAB-E24,Ab,6380 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1781,CAB-E30,Ab,13 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1782,CAB-E30,Ab,10 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1783,CAB-E30,Ab,172 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1784,CAB-E30,Ab,76 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1785,CAB-E30,Ab,20 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1786,CAB-E30,Ab,7 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1787,Adintrevimab,Ab,19.6 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1038/s41586-021-04389-z),2022,,
ABSe1788,Adintrevimab,Ab,403 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1038/s41586-021-04389-z),2022,,
ABSe1789,Ehling_mAb-50,Ab,145 ng/ml, ,1.61,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2021.02.12.430940),2021,,
ABSe1790,Ehling_mAb-64,Ab,104.7 ng/ml, ,1.96,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2021.02.12.430940),2021,,
ABSe1791,Ehling_mAb-82,Ab,120.2 ng/ml, ,1.78,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2021.02.12.430940),2021,,
ABSe1794,MA4,Ab,0.41 nM,0.052 nM,0.71,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1002/mco2.79),2021,,
ABSe1796,OC24,Ab,0.024 nM, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2021.07.05.451203),2021,,
ABSe1797,B13,Ab,0.052 nM, ,0.96,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2021.07.05.451203),2021,,
ABSe1798,Shiakolas_5317-1,Ab,121.8 ng/ml, ,0.0434,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2021.06.02.446813),2021,,
ABSe1799,eCR3022.2,Ab,1600 ng/ml, ,0.074,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2021.05.29.443900),2021,,
ABSe1800,eCR3022.7,Ab,1600 ng/ml, ,0.12,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2021.05.29.443900),2021,,
ABSe1801,eCR3022.20,Ab,1600 ng/ml, ,0.042,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2021.05.29.443900),2021,,
ABSe1802,STE90-C11,Ab,0.56 nM,0.2-0.5 nM,8.1,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2020.12.03.409318),2020,7B3O,IF0009
ABSe1804,54042-4,Ab,9 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2021.05.16.444004),2021,,
ABSe1808,LY-CoV1404,Ab,9 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2021.04.30.442182),2021,7MMO,IF0129
ABSe1809,SARS2-38,Ab, ,5 ng/ml,6.5,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2021.04.26.441501),2021,7MKM,IF0128
ABSe1810,S-B8,Ab,12.9 nM, ,0.17,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2020.11.06.370676),2020,7KN3,
ABSe1811,S-E6,Ab,12.2 nM, ,0.11,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2020.11.06.370676),2020,7NK4,
ABSe1812,BD-236,Ab,37 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2020.07.09.195263),2020,7CHB,IF0015
ABSe1813,BD-368-2,Ab,1.2 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2020.07.09.195263),2020,7CHF,IF0016
ABSe1814,BD-604,Ab,5 ng/ml, ,0.15,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2020.07.09.195263),2020,7CHF,IF0055
ABSe1815,BD-629,Ab,4 ng/ml, ,0.14,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2020.07.09.195263),2020,7CH5,IF0056
ABSe1829,eCC12.1.1,Ab,12 ng/ml, ,0.0992,SARS-CoV-2,S: RBD, (),2022,,
ABSe1830,eCC12.1.2,Ab,14 ng/ml, ,0.313,SARS-CoV-2,S: RBD, (),2022,,
ABSe1831,eCC12.1.3,Ab,9 ng/ml, ,0.157,SARS-CoV-2,S: RBD, (),2022,,
ABSe1832,eCC12.1.4,Ab,13 ng/ml, ,0.286,SARS-CoV-2,S: RBD, (),2022,,
ABSe1833,eCC12.1.5,Ab,7 ng/ml, ,0.0328,SARS-CoV-2,S: RBD, (),2022,,
ABSe1834,eCC12.1.6,Ab,8 ng/ml, ,0.0926,SARS-CoV-2,S: RBD, (),2022,,
ABSe1835,eCC12.1.7,Ab,5 ng/ml, ,0.195,SARS-CoV-2,S: RBD, (),2022,,
ABSe1836,eCC12.1.8,Ab,11 ng/ml, ,0.125,SARS-CoV-2,S: RBD, (),2022,,
ABSe1837,eCC12.1.9,Ab,20 ng/ml, ,0.328,SARS-CoV-2,S: RBD, (),2022,,
ABSe1838,eCC12.1.10,Ab,9 ng/ml, ,0.0222,SARS-CoV-2,S: RBD, (),2022,,
ABSe1839,eCC12.1.11,Ab,8 ng/ml, ,0.111,SARS-CoV-2,S: RBD, (),2022,,
ABSe1840,eCC12.1.12,Ab,17 ng/ml, ,0.0026,SARS-CoV-2,S: RBD, (),2022,,
ABSe1841,eCC6.30.1,Ab,14 ng/ml, ,0.0566,SARS-CoV-2,S: RBD, (),2022,,
ABSe1842,eCC6.30.2,Ab,16 ng/ml, ,0.0406,SARS-CoV-2,S: RBD, (),2022,,
ABSe1843,eCC6.30.3,Ab,41 ng/ml, ,0.0747,SARS-CoV-2,S: RBD, (),2022,,
ABSe1844,eCC6.30.4,Ab,13 ng/ml, ,0.249,SARS-CoV-2,S: RBD, (),2022,,
ABSe1845,eCC6.30.5,Ab,26 ng/ml, ,0.11,SARS-CoV-2,S: RBD, (),2022,,
ABSe1846,eCC6.30.6,Ab,13 ng/ml, ,0.364,SARS-CoV-2,S: RBD, (),2022,,
ABSe1847,eCC6.30.7,Ab,15 ng/ml, ,0.156,SARS-CoV-2,S: RBD, (),2022,,
ABSe1848,eCC6.30.8,Ab,10 ng/ml, ,0.0957,SARS-CoV-2,S: RBD, (),2022,,
ABSe1849,eCC6.30.9,Ab,16 ng/ml, ,0.0788,SARS-CoV-2,S: RBD, (),2022,,
ABSe1850,eCC6.30.10,Ab,17 ng/ml, ,0.0291,SARS-CoV-2,S: RBD, (),2022,,
ABSe1851,eCC6.30.11,Ab,25 ng/ml, ,0.0471,SARS-CoV-2,S: RBD, (),2022,,
ABSe1853,S309,Ab,79 ng/ml, ,,"SARS-CoV,SARS-CoV-2",S: RBD,32422645 (),2020,7BEP,IF0001
ABSe1854,COVA1-16,Ab,130 ng/ml, ,4.4,"SARS-CoV,SARS-CoV-2",S: RBD,32540902 (),2020,7JMX,IF0019
ABSe1855,COVA2-02,Ab,3100 ng/ml, ,3.1,"SARS-CoV,SARS-CoV-2",S: RBD,32540902 (),2020,,
ABSe1856,CC12.28,Ab,39 ng/ml, ,286,"SARS-CoV,SARS-CoV-2",S: RBD,32540903 (),2020,,
ABSe1857,CC6.33,Ab,39 ng/ml, ,257,"SARS-CoV,SARS-CoV-2",S: RBD,32540903 (),2020,,
ABSe1858,553-15,Ab,30 nM,0.089 nM,0.089,"SARS-CoV,SARS-CoV-2",S: RBD,32668215 (nM),2020,,
ABSe1859,H014,Ab,3 nM,0.7 nM,,"SARS-CoV,SARS-CoV-2",S: RBD,32703908 (nM),2020,7CWN,IF0014
ABSe1862,47D11,Ab,63 ng/ml, ,10.8,"SARS-CoV,SARS-CoV-2",S: RBD,33958322 (),2021,7AKJ,IF0052
ABSe1863,B6,Ab, , ,1,"SARS-CoV-2,MERS-CoV,HKU4,OC43",S: RBD,33981021 (),2021,7M53,
ABSe1865,BG10-19,Ab,9 ng/ml, ,,"SARS-CoV,SARS-CoV-2",S: RBD,34015271 (),2021,7M6E,IF0120
ABSe1866,CV2-71,Ab,190 ng/ml, ,,SARS-CoV-2;SARS-CoV,S: RBD,34237283 (),2021,,
ABSe1867,CV3-17,Ab,37000 ng/ml, ,,SARS-CoV-2;SARS-CoV,S: RBD,34237283 (),2021,,
ABSe1868,GM9-1-25,Ab,703 ng/ml, ,4.54,SARS-CoV-2;SARS-CoV;WIV1;SHC014;PaGX,S: RBD,34623376 (),2021,,
ABSe1869,GM14-1-129,Ab,5000 ng/ml, ,7.79,SARS-CoV-2;SARS-CoV;WIV1;SHC014;PaGX,S: RBD,34623376 (),2021,,
ABSe1870,C1C-A3,Ab,141 ng/ml, ,,SARS-CoV-2;SARS-CoV,S: RBD,34855508 (),2022,7SN1;7SN2;7SN3,
ABSe1879,m396-B10,Ab,160 ng/ml, ,,"SARS-CoV,SARS-CoV-2",S: RBD,BioRxiv (https://doi.org/10.1101/2020.12.14.422791),2020,7KZC,
