Entry,Antibody name,Type,IC50,EC50,Binding Affinity (KD),Neutralizes,Viral protein:epitope,PMID,Year,Structures,Mutational profile
ABSe0524,C601,Ab,1.8 ng/ml,1.1 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0525,C602,Ab,7.3 ng/ml,2 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0526,C603,Ab,9.5 ng/ml,2.1 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0527,C604,Ab,11.1 ng/ml,1.8 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0528,C606,Ab,160.1 ng/ml,2.6 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0529,C609,Ab,104.8 ng/ml,1.8 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0530,C610,Ab,38 ng/ml,2.4 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0531,C611,Ab,295.4 ng/ml,2.7 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0532,C612,Ab,386.3 ng/ml,8.5 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0533,C613,Ab,12.4 ng/ml,2 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0534,C614,Ab,7.4 ng/ml,1.4 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0535,C615,Ab,332 ng/ml,11.4 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0536,C616,Ab,38 ng/ml,1.7 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0537,C620,Ab,763.2 ng/ml,2.3 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0538,C688,Ab,60.9 ng/ml,2 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0539,C622,Ab,36.5 ng/ml,3.3 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0540,C625,Ab,34.7 ng/ml,1.4 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0541,C627,Ab,5.2 ng/ml,1.6 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0542,C628,Ab,15.3 ng/ml,2.7 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0543,C630,Ab,91.5 ng/ml,3.1 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0544,C634,Ab,53.6 ng/ml,2.4 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0545,C636,Ab,45.5 ng/ml,2.7 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0546,C637,Ab,59.3 ng/ml,6.6 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0547,C640,Ab,756.7 ng/ml,4.3 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0548,C642,Ab,60.5 ng/ml,2.7 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0549,C643,Ab,5.4 ng/ml,2.1 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0550,C644,Ab,731.4 ng/ml,2.3 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0551,C646,Ab,17.2 ng/ml,3.2 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0552,C648,Ab,650.7 ng/ml,2.9 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0553,C649,Ab,187 ng/ml,2 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0554,C650,Ab,338.3 ng/ml,2.8 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0555,C651,Ab,567.9 ng/ml,3.2 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0556,C652,Ab,59.8 ng/ml,2 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0557,C653,Ab,15 ng/ml,2.1 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0558,C654,Ab,21.1 ng/ml,1.6 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0559,C657,Ab,130.3 ng/ml,3.1 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0560,C658,Ab,177.3 ng/ml,3 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0561,C659,Ab,25.6 ng/ml,1.8 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0562,C660,Ab,6.8 ng/ml,2 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0563,C662,Ab,755.2 ng/ml,37.3 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0564,C663,Ab,13.4 ng/ml,1.9 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0565,C664,Ab,15.9 ng/ml,2 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0566,C665,Ab,481.9 ng/ml,3.7 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0567,C666,Ab,6.2 ng/ml,1.9 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0568,C667,Ab,110.5 ng/ml,2.2 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0569,C669,Ab,16.9 ng/ml,2.3 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0570,C670,Ab,22.2 ng/ml,2.9 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0571,C671,Ab,14.8 ng/ml,2.3 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0572,C672,Ab,232 ng/ml,2.1 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0573,C675,Ab,21 ng/ml,1.3 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0574,C678,Ab,24 ng/ml,1.7 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0575,C682,Ab,13.5 ng/ml,2.4 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0576,C683,Ab,36 ng/ml,3.4 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0577,C686,Ab,105.2 ng/ml,3.1 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0578,C837,Ab,27.3 ng/ml,2.7 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0579,C689,Ab,20.1 ng/ml,2.4 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0580,C691,Ab,32.2 ng/ml,3.1 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0581,C692,Ab,183.3 ng/ml,2.8 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0582,C693,Ab,18.4 ng/ml,2.5 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0583,C694,Ab,57.1 ng/ml,3.6 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0584,C695,Ab,391.2 ng/ml,2.8 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0585,C699,Ab,36.2 ng/ml,4.5 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0586,C803,Ab,22.1 ng/ml,2 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0587,C804,Ab,62.9 ng/ml,2.6 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0588,C806,Ab,420 ng/ml,3.9 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0589,C807,Ab,79.7 ng/ml,3.8 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
ABSe0590,C812,Ab,852.9 ng/ml,8.2 ng/ml,,SARS-CoV-2,S: RBD,33567448 (ng/ml),2021,,
