Entry,Antibody name,Type,IC50,EC50,Binding Affinity (KD),Neutralizes,Viral protein:epitope,PMID,Year,Structures,Mutational profile
ABSe1220,PDI-230,Ab,25.26 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1221,PDI-232,Ab,20.86 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1222,PDI-235,Ab,21.24 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1223,PDI-236,Ab,17.64 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1224,PDI-241,Ab,46.02 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1225,PDI-243,Ab,42.77 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1226,PDI-246,Ab,17 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1227,PDI-247,Ab,33.78 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1231,PDI-284,Ab,17.42 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1232,PDI-285,Ab,35.67 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1234,PDI-290,Ab,23.68 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1235,PDI-291,Ab,29.63 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1236,PDI-292,Ab,29.6 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1238,PDI-295,Ab,13.3 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1239,PDI-298,Ab,4400 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1240,PDI-299,Ab,43.5 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1241,PDI-300,Ab,173.6 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1242,PDI-301,Ab,372.5 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1243,PDI-303,Ab,26.19 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1244,PDI-305,Ab,34.01 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1245,PDI-306,Ab,42.33 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1246,PDI-307,Ab,54.6 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1247,PDI-308,Ab,57.84 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1248,PDI-309,Ab,40.62 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1249,PDI-310,Ab,44.47 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1250,PDI-311,Ab,45.79 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1251,PDI-37,Ab,7.78 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,7MZF,
ABSe1252,PDI-42,Ab,17.39 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,7MZG,
ABSe1253,PDI-93,Ab,21.56 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,7MZJ,
ABSe1254,PDI-96,Ab,24.78 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,7MZK,
ABSe1255,PDI-210,Ab,20.23 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,7MZL,
ABSe1256,PDI-215,Ab,41.25 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,7MZM,
ABSe1257,PDI-222,Ab,17.04 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,7RR0,
ABSe1258,PDI-231,Ab,21.5 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,7MZN,
ABSe1259,C2209,Ab,44.45 ng/ml,1.455 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1260,C2208,Ab,249.02 ng/ml,2.496 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1261,C2210,Ab,244.27 ng/ml,1.444 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1262,C2212,Ab,11.99 ng/ml,1.683 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1263,C2430,Ab,13.15 ng/ml,1.736 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1264,C2465,Ab,26.71 ng/ml,1.596 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1265,C2431,Ab,6.67 ng/ml,2.608 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1266,C2480,Ab,268.03 ng/ml,3.089 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1267,C2481,Ab,6.6 ng/ml,1.313 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1268,C2434,Ab,3.47 ng/ml,2.581 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1269,C2464,Ab,4.65 ng/ml,1.708 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1270,C2018,Ab,160.24 ng/ml,2.652 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1271,C2019,Ab,127.29 ng/ml,2.791 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1272,C2020,Ab,42.02 ng/ml,2.148 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1273,C2159,Ab,6.46 ng/ml,1.951 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1274,C2307,Ab,96.39 ng/ml,2.563 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1275,C2308,Ab,289.08 ng/ml,6.547 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1276,C2319,Ab,4.8 ng/ml,2.791 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1277,C2328,Ab,503.04 ng/ml,1.82 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1278,C2329,Ab,5.68 ng/ml,2.013 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1279,C2318,Ab,115.74 ng/ml,2.652 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1280,C2316,Ab,409.75 ng/ml,11.98 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1281,C2321,Ab,342.73 ng/ml,1.964 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1282,C2332,Ab,238.05 ng/ml,2.489 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1283,C2325,Ab,16.79 ng/ml,1.345 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1284,C2004,Ab,312.14 ng/ml,2.668 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1285,C2006,Ab,94.25 ng/ml,3.27 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
